,author_name,book_title,category,publish_date
10242,Iwan Simatupang,Merahnya Merah,2,1968
10243,Mira W.,Merpati Tak Pernah Ingkar Janji,1,1984
10244,Habiburrahman El-Shirazy,Bumi Cinta,2,0
10245,Multatuli,Max Havelaar,1,1860
10246,Ayu Utami,Larung,2,2001
10247,Soe Hok Gie,Orang-Orang di Persimpangan Kiri Jalan: Kisah Pemberontakan Madiun September 1948,1,0
10248,Armijn Pane,Belenggu,2,1940
10249,Linus Suryadi,Pengakuan Pariyem,2,0
10250,Wiji Thukul,Aku Ingin Jadi Peluru (Kumpulan Puisi),1,2000
10251,Marga T.,Badai Pasti Berlalu,1,1974
10252,Idrus,Dari Ave Maria ke Jalan Lain ke Roma,2,1948
10253,Asma Nadia,Catatan Hati Seorang Istri,1,2007
10254,Langit Kresna Hariadi,Gajah Mada,2,0
10255,Roberto Calasso,Οι γάμοι του Κάδμου και της Αρμονίας,1,1988
10256,E.S. Ito,Rahasia Meede: Misteri Harta Karun VOC,2,0
10257,Andrea Hirata,Cinta di Dalam Gelas,2,0
10258,Remy Sylado,Ca Bau Kan: Hanya Sebuah Dosa,2,1999
10259,Sapardi Djoko Damono,Hujan Bulan Juni,1,1994
10260,Raditya Dika,Kambing Jantan: Sebuah Catatan Harian Pelajar Bodoh,1,0
10261,Achdiat K. Mihardja,Atheis,2,1949
10262,Chairil Anwar,Aku Ini Binatang Jalang,1,1986
10263,Ahmad Tohari,Ronggeng Dukuh Paruk,2,0
10264,Donny Dhirgantoro,5 cm,2,0
10265,Megg Jensen,Anathema,1,2011
10266,Charity Parkerson,Wicked Sinners,1,2011
10267,Kirstin Pulioff,The Dragon and Princess Madeline,1,2013
10268,John Shelton Jones,"Awakening Kings and Princes Volume I: Sacred Knowledge to Nourish the Mentality, Support Spiritual Growth, Learning the Light, and Progressing to Become a Master Lover While Embracing Desire",2,2016
10269,Jeff W. Horton,The Last Prophet,1,2011
10270,Tania Tirraoro,Sweet Seduction,1,2011
10271,Charles O`Donnell,The Girlfriend Experience,1,2012
10272,John Corwin,The Next Thing I Knew,1,2011
10273,David Gemmell,Legend,1,1984
10274,Vincent Hobbes,The Endlands,1,2011
10275,Lili Tufel,Sand,1,2011
10276,M.A. Comley,Impeding Justice,1,2010
10277,Faith Mortimer,The Assassins` Village,1,2011
10278,Lena Hillbrand,The Superiors,1,2011
10279,Sarah Barnard,"The Portal Between (The Portal Series, #1)",1,0
10280,Libby Fischer Hellmann,Set the Night on Fire,2,2010
10281,Mason Sabre,Watch Over You,1,2014
10282,H.B.  Morris,Genie-Alogy,1,2015
10283,Susan Kaye Quinn,Open Minds,1,2011
10284,Michael Dadich,The Silver Sphere,1,2012
10285,Jessie Harrell,Destined,1,2011
10286,Terri Giuliano Long,In Leah`s Wake,1,2010
10287,Alan Lightman,Einstein`s Dreams,1,1992
10288,C.W. Lovatt,And Then It Rained,2,2016
10289,Katherine Mansfield,The Garden Party and Other Stories,1,1922
10290,Donald Ray Pollock,Knockemstiff,1,2008
10291,Chimamanda Ngozi Adichie,The Thing Around Your Neck,1,2009
10292,Isaac Bashevis Singer,The Collected Stories of Isaac Bashevis Singer,1,1982
10293,Donald Barthelme,Sixty Stories,1,1981
10294,Tobias Wolff,In the Garden of the North American Martyrs,1,1981
10295,William Trevor,The Collected Stories,1,1992
10296,Alan Furst,The Polish Officer,1,1995
10297,O. Henry,Selected Stories,1,1977
10298,Eric Van Lustbader,The Bourne Legacy,1,2003
10299,Eric Ambler,A Coffin for Dimitrios,1,1939
10300,Julio Cortázar,Blow-Up and Other Stories,1,1968
10301,Lorrie Moore,Birds of America,1,1998
10302,Erskine Childers,The Riddle of the Sands,1,1903
10303,Daniel Silva,The Messenger,1,2006
10304,Amy Hempel,The Collected Stories,1,2006
10305,Guy de Maupassant,Selected Short Stories,1,1880
10306,Miranda July,No One Belongs Here More Than You,1,2007
10307,Denis Johnson,Jesus` Son,1,1992
10308,Norm Clark,The Saladin Strategy,1,2011
10309,Alice Munro,Runaway,1,2003
10310,Len Deighton,Mexico Set,1,1984
10311,Trevanian,Shibumi,1,1979
10312,Robert Littell,The Company,1,2001
10313,Sherwood Anderson,"Winesburg, Ohio",1,1919
10314,John Cheever,The Stories of John Cheever,1,1978
10315,Terry Hayes,I Am Pilgrim,2,2013
10316,James Grady,Six Days of the Condor,2,0
10317,Olen Steinhauer,The Tourist,1,2009
10318,D.D. Prince,The Dominator,1,2015
10319,Lynda Chance,Pursuit,1,2013
10320,Jason  Matthews,Red Sparrow,1,2013
10321,Lynda LeeAnne,"Lexi, Baby",1,2012
10322,John Buchan,The 39 Steps,1,1915
10323,Annika Martin,Prisoner,1,2014
10324,Adriana Noir,Sinister Kisses,1,2013
10325,Nina G. Jones,Debt,1,2014
10326,Francette Phal,Monster,1,2014
10327,Sarah Brianne,Nero,1,2014
10328,B.B. Reid,Fear Me,1,2015
10329,Adrian Phoenix,On Midnight Wings,1,2013
10330,Cassie Alexander,Deadshifted,1,2013
10331,Kait Ballenger,Twilight Hunter,1,2013
10332,S.M. Gibson,Daughter of Vanth,1,2014
10333,Linda Poitevin,Sins of the Lost,1,2013
10334,Zrinka Jelic,Love Remains,1,2013
10335,Caris Roane,Born in Chains,1,2013
10336,Lisa Kessler,Hunter`s Moon,1,2013
10337,Elle Jasper,Darklove,1,2013
10338,Kristen Painter,Last Blood,1,2013
10339,Suzanne  Johnson,Elysian Fields,1,2013
10340,T.F. Walsh,Cloaked in Fur,1,2013
10341,Jayne Castle,Deception Cove,1,2013
10342,Sandy Williams,The Sharpest Blade,1,2013
10343,Nola Sarina,Jaded Touch,1,2013
10344,J.D. Tyler,Hunter`s Heart,1,2013
10345,Teresa Gabelman,Duncan,1,2013
10346,Dianne Duvall,Darkness Rises,1,2013
10347,Michelle Mankin,Love Evolution,1,2012
10348,Lauren Conrad,L.A. Candy,1,2009
10349,Kim Karr,Connected,1,2013
10350,April Lindner,Jane,1,2010
10351,Jen Calonita,Secrets of My Hollywood Life,1,2007
10352,India Lee,HDU,1,2012
10353,E.M. Tippetts,Someone Else`s Fairytale,1,2011
10354,Kimberly Montague,Accidental Texting: Finding Love Despite the Spotlight,1,2012
10355,Kat Madrid,Lonzo,1,2010
10356,Jenny B. Jones,There You`ll Find Me,1,2011
10357,Adèle Geras,Troy,1,2000
10358,Emily  Evans,The Accidental Movie Star,1,0
10359,Ingri d`Aulaire,D`Aulaires` Book of Norse Myths,1,1967
10360,Johanna Garth,Losing Beauty,1,2011
10361,Shannon McRoberts,Verses of Athine: The Daughter of Ares Chronicles Collection,1,2013
10362,Elora Nicole Ramirez,Every Shattered Thing,3,2012
10363,Joan Holub,Persephone the Phony,1,2010
10364,Susannah Charleson,Scent of the Missing: Love and Partnership with a Search-and-Rescue Dog,1,2007
10365,Virginia Lanier,Death in Bloodhound Red,1,1995
10366,Ivan Rusilko,Appetizers,1,2012
10367,Tom   Davis,A Legacy of Madness: Recovering My Family from Generations of Mental Illness,2,2011
10368,J.A. Saare,The Ripple Effect,1,2012
10369,H.P. Mallory,Witchful Thinking,1,2012
10370,Gini Koch,Alien Diplomacy,1,2012
10371,J.A. Templeton,The Deepest Cut,1,2011
10372,Victoria Denault,Now or Never,1,2019
10373,Alyssa Cole,"Once Ghosted, Twice Shy",1,2019
10374,Marni Mann,When Ashes Fall,1,2019
10375,Amanda  Green,My Alien Self: My Journey Back to Me,2,2012
10376,Marie Harte,The Whole Package,1,0
10377,Linda Anne Wulf,Heart of the Hunter,1,2012
10378,Jayne Ann Krentz,Untouchable,1,2019
10379,Mariah Dietz,The Fallback,1,2019
10380,Tiffany Trent,The Unnaturalists,1,2012
10381,Michael Wood Jr.,Eliot,2,2012
10382,Kate Noble,If I Fall,1,2012
10383,Chanelle Gray,My Heart Be Damned,1,2012
10384,Sonja Yoerg,House Broken,1,2015
10385,Amber Garza,Dazzle,1,2012
10386,Sarah Beth Durst,Vessel,1,2012
10387,Brianna Hale,Come to Daddy,2,2019
10388,Annie Dyer,"Changing Spaces (Callaghan Green, #5)",1,0
10389,Susan Conant,A New Leash on Death,1,1990
10390,Kate Meader,Illegally Yours,1,2019
10391,Alex  Grayson,Bitter Sweet Hell,1,2019
10392,Colin              Campbell,Free Days With George: Learning Life`s Little Lessons from One Very Big Dog,1,2015
10393,Chelsea McDonald,Claimed,1,2019
10394,Tina Connolly,Ironskin,1,2012
10395,Jacqueline Sheehan,Now  Then,1,2009
10396,Norman Bridwell,Clifford the Big Red Dog,1,1963
10397,Kate Evangelista,Taste,1,2012
10398,Pippa Grant,Hosed,1,2019
10399,Kathleen Peacock,Hemlock,1,2012
10400,Marshall Saunders,Beautiful Joe,1,1893
10401,Ker Dukey,Vas,1,2019
10402,Mira Lyn Kelly,Waking Up Married,1,2012
10403,Diana Peterfreund,For Darkness Shows the Stars,1,2012
10404,Abigail Thomas,A Three Dog Life,1,2006
10405,David Rosenfelt,Play Dead,1,2007
10406,Julie Klam,You Had Me at Woof: How Dogs Taught Me the Secrets of Happiness,1,2010
10407,McKaylin L. Felton,"Hardship & Devotion: ... Against All Odds, Can True Love Prevail?",1,2012
10408,Mark Doty,Dog Years,1,2007
10409,Snorri Sturluson,The Prose Edda,1,1220
10410,Sara Grant,Dark Parties,1,2011
10411,Pam Houston,Sight Hound,1,2004
10412,Bill Wallace,A Dog Called Kitty,1,1980
10413,Julie Anne Long,What I Did For a Duke,1,2011
10414,Paul Auster,Timbuktu,1,1999
10415,Cesar Millan,"Cesar`s Way: The Natural, Everyday Guide to Understanding and Correcting Common Dog Problems",1,1997
10416,Mark R. Levin,Rescuing Sprite: A Dog Lover`s Story of Joy and Anguish,1,2007
10417,Caroline Knapp,Pack of Two: The Intricate Bond Between People and Dogs,1,1998
10418,L.D. Davis,Accidentally on Purpose,1,2012
10419,Gene Zion,Harry the Dirty Dog,1,1956
10420,Nick Trout,"Tell Me Where It Hurts: A Day of Humor, Healing, and Hope in My Life as an Animal Surgeon",1,2008
10421,Allie Larkin,Stay,1,2010
10422,Merrill Markoe,Walking in Circles Before Lying Down,1,2006
10423,Peter Mayle,A Dog`s Life,1,1995
10424,Jon Katz,"A Good Dog: The Story of Orson, Who Changed My Life",1,2006
10425,Luis Carlos Montalván,Until Tuesday: A Wounded Warrior and the Golden Retriever Who Saved Him,1,2011
10426,Jim Kjelgaard,Big Red,1,1945
10427,Willie Morris,My Dog Skip,1,1995
10428,Alexandra Horowitz,"Inside of a Dog: What Dogs See, Smell, and Know",1,2009
10429,Alexandra Day,"Good Dog, Carl",1,1985
10430,Jessica Wood,A Night to Forget,1,2013
10431,Larry Levin,Oogy: The Dog Only a Family Could Love,1,2009
10432,Nina Bruhns,If Looks Could Chill,1,2009
10433,Beth Williamson,Unbridled,1,2010
10434,Anya Bast,The Chosen Sin,1,2008
10435,Kristina Douglas,Raziel,1,2011
10436,Ann Mayburn,The Breaker`s Concubine,1,2011
10437,Tracey H. Kitts,Sex Symbol,1,2010
10438,Lynn Viehl,Dark Need,1,2006
10439,Michelle Witvliet,Damn Good Man,1,2007
10440,Terri Garey,Devil Without a Cause,1,2011
10441,Tracy Wolff,Tease Me,1,2010
10442,Dannika Dark,Seven Years,1,2013
10443,Sasha White,Sexy Devil,1,2007
10444,Renée Paule,On the Other Hand: The Little Anthology of Big Questions,1,2013
10445,Durgesh Satpathy,What We Think We Become,2,0
10446,Stephen Richards,Cosmic Ordering Guide,1,2006
10447,Ali Marsman,Heal With Me & Our Journey Goes On,1,1997
10448,Dawn Thompson,Lord of the Deep,1,2007
10449,Patricia Evans,The Verbally Abusive Relationship: How to Recognize It and How to Respond,2,1992
10450,Mackenzie McKade,A Tall Dark Cowboy,3,2006
10451,Aaron Hoopes,"Breathe Smart: The Secret to Happiness, Health and Long Life",2,2003
10452,Pema Chödrön,When Things Fall Apart: Heart Advice for Difficult Times,1,1996
10453,Paul Van Der Merwe,Lucky Go Happy: Make Happiness Happen!,1,2014
10454,Steve Pavlina,Personal Development for Smart People: The Conscious Pursuit of Personal Growth,1,2008
10455,Richard Feynman,"Surely You`re Joking, Mr. Feynman!: Adventures of a Curious Character",1,1985
10456,Jason Harvey,Achieve Anything in Just One Year: Be Inspired Daily to Live Your Dreams and Accomplish Your Goals,1,2010
10457,David D. Burns,Feeling Good Together: The Secret to Making Troubled Relationships Work,1,2008
10458,K.I. Lynn,Need,1,2015
10459,Barbara Sher,Wishcraft: How to Get What You Really Want,1,1979
10460,Jen McLaughlin,Blurred Lines,1,2015
10461,Beth Ashworth,Mendacious,1,2015
10462,Lama Surya Das,Awakening the Buddha Within: Eight Steps to Enlightenment,1,1997
10463,Lao Tzu,Tao Te Ching,1,0
10464,Shakti Gawain,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life,1,1978
10465,Erin Noelle,MILF: Wrong Kind of Love,1,2015
10466,Henry Cloud,"Boundaries: When to Say Yes, How to Say No, to Take Control of Your Life",1,1992
10467,Noah Elkrief,A Guide to the Present Moment,1,2012
10468,Ellie Cahill,When Joss Met Matt,1,2015
10469,Jovana Rodolakis,Forever in Hollywood,1,2015
10470,Stanley M. Giannet,The Dysfunctional Relationship Manual: A Checklist and Workbook,2,2008
10471,Marshall B. Rosenberg,Nonviolent Communication: A Language of Life,1,1999
10472,Renea Mason,Curing Doctor Vincent,1,2015
10473,Dave Ramsey,The Total Money Makeover: A Proven Plan for Financial Fitness,1,2003
10474,Rory Freedman,"Skinny Bitch: A No-Nonsense, Tough-Love Guide for Savvy Girls Who Want to Stop Eating Crap and Start Looking Fabulous!",1,2005
10475,Paul Rega,How to Find A Job: When There Are No Jobs A Necessary Job Search and Career Planning Guide for Today`s Job Market (Find A Job Series),1,2011
10476,Jason Navallo,Thrive: 30 Inspirational Rags-to-Riches Stories,1,2015
10477,Jamie Shaw,Mayhem,1,2015
10478,Lily Paradis,Volition,1,2015
10479,Vivek Rajan Vivek,A Great Sage and A Rascal Named Doku,1,2013
10480,Samantha Schutz,I Don`t Want To Be Crazy,1,2006
10481,Carmen Jenner,Kick,1,2015
10482,Kaylee Ryan,Levitate,1,2015
10483,Kate Millett,The Loony-Bin Trip,1,1990
10484,Eric Berne,Games People Play,2,1964
10485,Anna  Quinn,The Night Child,1,2018
10486,Ellen Forney,"Marbles: Mania, Depression, Michelangelo, and Me",1,2012
10487,Maggie O`Farrell,The Vanishing Act of Esme Lennox,1,2006
10488,George S. Clason,The Richest Man in Babylon,2,1926
10489,Amit Ray,Yoga and Vipassana: An Integrated Life Style,1,2010
10490,Elaine Showalter,"The Female Malady:  Women, Madness and English Culture 1830-1980",1,1985
10491,Patty Duke,A Brilliant Madness: Living with Manic-Depressive Illness,1,1992
10492,Jennifer Traig,Devil in the Details: Scenes from an Obsessive Girlhood,1,2004
10493,Jane Harvey-Berrick,The Traveling Man,1,2015
10494,Zelda Fitzgerald,Save Me the Waltz,1,1932
10495,Deborah Spungen,And I Don`t Want to Live This Life: A Mother`s Story of Her Daughter`s Murder,1,1983
10496,S.J. Watson,Before I Go to Sleep,1,2011
10497,Brian Maddox,The Reframe: Reframe Relationships,1,2016
10498,Scott   Stevens,Every Silver Lining Has a Cloud: Relapse and the Symptoms of Sobriety,2,2012
10499,Stacy Pershall,Loud in the House of Myself: Memoir of a Strange Girl,1,2010
10500,Terri Cheney,Manic: A Memoir,1,2008
10501,Susan Sofayov,Defective,1,2014
10502,Jenny  Lawson,Furiously Happy: A Funny Book About Horrible Things,1,2015
10503,Carrie Fisher,Wishful Drinking,1,2008
10504,Ned Vizzini,It`s Kind of a Funny Story,1,2006
10505,Emilie Autumn,The Asylum for Wayward Victorian Girls (Author Edition),1,2009
10506,Tennessee Williams,The Glass Menagerie,2,1945
10507,Christine Dzidrums,Cutters Don`t Cry,2,2010
10508,Elyn R. Saks,The Center Cannot Hold: My Journey Through Madness,1,2007
10509,Ruth Mancini,Swimming Upstream,1,2012
10510,Jean Rhys,Wide Sargasso Sea,1,1966
10511,Elizabeth Wurtzel,Prozac Nation,1,1994
10512,Susanna Kaysen,"Girl, Interrupted",1,1993
10513,Flora Rheta Schreiber,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,1,1973
10514,Joseph Campbell,The Hero With a Thousand Faces,1,1949
10515,Scott Hildreth,Dying to Survive,2,2014
10516,Shayne McClendon,The Barter System,1,2012
10517,Elisa E. Enzo,Court of Asphodels,1,2015
10518,Heather Lyons,The Deep End of the Sea,1,2014
10519,P.J. LaRue,The Mystic Princesses and the Whirlpool,1,2012
10520,Judith Starkston,Hand of Fire,1,2014
10521,Spencer Johnson,Who Moved My Cheese?,1,1998
10522,Emily Whitman,Radiant Darkness,1,2009
10523,Lynne   Kelly,Chained,1,2012
10524,James Dashner,The Maze Runner,1,2009
10525,Ella Frank,Priest,1,2018
10526,Kathleen  Morgan,Daughter of Joy,1,1999
10527,L.J. Smith,"Night World, No. 1",1,2008
10528,Teri Terry,Shattered,1,2014
10529,E.V. Fairfall,Transformed,1,2014
10530,Michelle Madow,The Secret Diamond Sisters,1,2014
10531,Sarah E. Ladd,The Weaver`s Daughter,1,2018
10532,Allan Frewin Jones,The Faerie Path,1,2007
10533,Aimee Carter,Captive,1,2014
10534,Lynda Mullaly Hunt,One for the Murphys,2,2012
10535,Ian McEwan,Atonement,1,2001
10536,Kate A. Boorman,Winterkill,1,2014
10537,Joanne Levy,Small Medium at Large,1,2012
10538,Chanel Cleeton,I See London,1,2013
10539,Jeffrey Eugenides,The Virgin Suicides,1,1993
10540,Claudia Gabel,Elusion,1,2014
10541,Kim Edwards,The Memory Keeper`s Daughter,1,2005
10542,Tina Connolly,Ironskin,1,2012
10543,Lynn Austin,Hidden Places,1,2001
10544,Melissa de la Cruz,The Ring and the Crown,1,2014
10545,Deeanne Gist,Courting Trouble,1,2007
10546,Randi Cooley Wilson,If,1,2018
10547,Seth Grahame-Smith,Pride and Prejudice and Zombies,1,2009
10548,Muriel Barbery,The Elegance of the Hedgehog,1,2006
10549,Kimberley Griffiths Little,Forbidden,1,2014
10550,Laura Ellen,Blind Spot,1,2012
10551,Ingrid  Paulson,Valkyrie Rising,1,2012
10552,Huntley Fitzpatrick,What I Thought Was True,1,2014
10553,Nora Roberts,The Pride of Jared MacKade,1,1995
10554,Carly Phillips,Perfect Fling,1,2013
10555,Stacey Nash,Forget Me Not,1,2014
10556,Madeleine Beckett,Color of Forgiveness,1,2013
10557,Jessica Hawkins,Come Together,1,2013
10558,A.J. Pine,Tough Luck Cowboy,1,2018
10559,Laura Griffin,Desperate Girls,1,2018
10560,Margaret Atwood,The Blind Assassin,1,2000
10561,Melissa Petreshock,Fire of Stars and Dragons,1,2014
10562,Liz Curtis Higgs,Grace in Thine Eyes,1,2006
10563,Heather Gunter,Heartstrings,1,2013
10564,J.D. Robb,Naked in Death,1,1995
10565,H.J. Bellus,Yesterday Is Gone,1,2018
10566,Martina Boone,Compulsion,1,2014
10567,Jane Austen,Persuasion,1,1817
10568,Barbara Kingsolver,The Lacuna,1,2009
10569,Shalini Boland,Outside,1,2011
10570,Delilah S. Dawson,Servants of the Storm,1,2014
10571,Katherine Howe,Conversion,1,2014
10572,Cathy Marie Hake,That Certain Spark,1,2009
10573,Ryan Graudin,All That Glows,1,2014
10574,Jennifer Shaw Wolf,Breaking Beautiful,1,2012
10575,Gail McHugh,Collide,1,2013
10576,Siri Mitchell,A Constant Heart,1,2008
10577,Sam Mariano,Submitting in Vegas,1,2018
10578,Claudia Gray,Stargazer,1,2009
10579,Raine Miller,Husband Material,1,2018
10580,Claire Merle,The Glimpse,1,2012
10581,Holly Black,Valiant: A Modern Tale Of Faerie,1,2002
10582,K.A. Tucker,Ten Tiny Breaths,1,2012
10583,Alexandra Bracken,In The Afterlight,1,2014
10584,T. Gephart,A Twist of Fate,1,2013
10585,Lindsay  Smith,Sekret,1,2014
10586,Nora Flite,Royally Arranged,1,2018
10587,M.D. Saperstein,"Hey There, Delilah",1,2013
10588,Kate Kae Myers,The Vanishing Game,1,2012
10589,Chelsie Hill,Push Girl,1,2014
10590,John Green,Paper Towns,1,2008
10591,Sarah Combs,Breakfast Served Anytime,1,2014
10592,Stephanie Palmer,Good in a Room: How to Sell Yourself (and Your Ideas) and Win Over Any Audience,2,2008
10593,Paul     Adams,Time Was - A romantic comedy ..... with a kink,1,2013
10594,Bethany Wiggins,Shifting,1,2011
10595,Sherri Hayes,Need,1,2012
10596,M.N. Forgy,Love Me Crazy,1,2018
10597,Colleen Hoover,This Girl,1,2013
10598,Hilary Weisman Graham,Reunited,1,2012
10599,Malia Mallory,"His Need, Her Desire",1,2012
10600,Kimberly Derting,The Taking,1,2014
10601,Jenn Reese,Above World,1,2012
10602,Christy Pastore,Fifteen Weekends,1,2014
10603,Lisa Gillis,Weathering Jack Storm,1,2013
10604,Jessica Sims,Must Love Fangs,1,2013
10605,Tracey Jerald,Free to Dream,3,2018
10606,Emma   Louise,Score,1,2018
10607,Lemony Snicket,The Bad Beginning,1,1999
10608,Robin Talley,Lies We Tell Ourselves,1,2014
10609,Catrina Taylor,Birth of an Empire: The Beginning,1,2011
10610,Samantha Durante,Stitch,1,2012
10611,Rucy Ban,All My Life,1,2013
10612,Varian Krylov,Abduction,1,2008
10613,K.M. Walton,Cracked,1,2012
10614,Jus Accardo,Touch,1,2011
10615,Stuart MacBride,Shatter The Bones,1,2011
10616,Mary Connealy,The Husband Tree,1,2010
10617,Kym Brunner,Wanted - Dead or In Love,1,2014
10618,Bink Cummings,The Diary of Bink Cummings: Vol 1,1,2014
10619,James Patterson,The Angel Experiment,1,2005
10620,Anna Sheehan,"A Long, Long Sleep",1,2011
10621,Jessica Khoury,Vitro,1,2014
10622,Lauren DeStefano,Perfect Ruin,1,2013
10623,K.  Webster,"This is War, Baby",1,2016
10624,Adriana Noir,Bound by Vengeance,1,2013
10625,Craig Hurren,The Killing Code,2,2013
10626,Lola Stark,Conflicted Love,1,2013
10627,L.H. Cosway,Fauxmance,1,2018
10628,Rachel Cohn,Nick & Norah`s Infinite Playlist,1,2006
10629,Ginger Voight,Groupie,1,2013
10630,Charlaine Harris,Dead in the Family,1,2010
10631,Amy Talkington,"Liv, Forever",1,2014
10632,Dean Koontz,Intensity,1,1987
10633,Mary Calmes,First Day Of Forever,1,2010
10634,Tracey Garvis Graves,On the Island,1,2011
10635,Meredith Wild,The Red Ledger: 3,1,2018
10636,Olivia Brynn,Last Call,1,2010
10637,James C. Collins,"Great by Choice: Uncertainty, Chaos, and Luck—Why Some Thrive Despite Them All",2,2011
10638,Kim Karr,Torn,1,2013
10639,Craig Johnson,Hell Is Empty,1,2011
10640,Laury Falter,Reckoning,1,2011
10641,B.Q. Hanson,The Enlightenment of Alexander,1,2018
10642,Susan Meissner,The Shape of Mercy,1,2008
10643,Emma Carlson Berne,Still Waters,1,2011
10644,Shannon Delany,Bargains and Betrayals,1,2011
10645,Philip Kotler,Principles of Marketing,2,1980
10646,M.G. Buehrlen,The 57 Lives of Alex Wayfare,1,2014
10647,Pepper Winters,Monsters in the Dark,1,2014
10648,Elissa Janine Hoole,Kiss the Morning Star,1,2012
10649,Ilsa J. Bick,White Space,1,2014
10650,Emily Hemmer,Just One,1,2013
10651,Emma   Scott,Bring Down the Stars,1,2018
10652,Janni Lee Simner,Bones of Faerie,1,2008
10653,Laura Florand,The Chocolate Kiss,1,2012
10654,Maya Hughes,Reckless King,1,2018
10655,Gina L. Maxwell,Seducing Cinderella,1,2012
10656,C.M. Stunich,Real Ugly,1,2013
10657,Arthur Golden,Memoirs of a Geisha,1,1997
10658,Phil Knight,Shoe Dog: A Memoir by the Creator of NIKE,2,2016
10659,J.K. Rowling,Harry Potter and the Order of the Phoenix,1,2003
10660,Ellen Oh,Prophecy,1,2013
10661,Rachel Higginson,Endless Magic,1,2012
10662,Jaycee Dugard,A Stolen Life,1,2011
10663,M.L. Rhodes,Hearts & Bones,1,2007
10664,Lisa Tawn Bergren,Torrent,1,2011
10665,Stylo Fantome,Degradation,1,2014
10666,Brenda St. John Brown,Swimming to Tokyo,1,2014
10667,Julieanne Lynch,Within the Shadows,1,2011
10668,Maisey Yates,Good Time Cowboy,1,2018
10669,Christopher Moore,"Lamb: The Gospel According to Biff, Christ`s Childhood Pal",1,2002
10670,M.A. Stacie,Unwritten Rules,1,2011
10671,Stacy Verdick Case,A Grand Murder,1,2011
10672,J.J. Murphy,Murder Your Darlings,1,2011
10673,Jessica Spotswood,Sisters` Fate,1,2014
10674,Dawn Kimberly Johnson,Broken,1,2009
10675,Erin Jade Lange,Butter,1,2012
10676,Elle Lothlorien,Sleeping Beauty WAKES UP!,1,2012
10677,Rue Volley,Paranormal Playground,1,2012
10678,J.A. Redmerski,Kindred,1,2012
10679,Kristen Lippert-Martin,Tabula Rasa,1,2014
10680,Elizabeth C. Bunce,Liar`s Moon,1,2011
10681,Joelle Charbonneau,Independent Study,1,2014
10682,Vicki Green,My Savior Forever,1,2013
10683,Nina Lane,If We Fall,1,2018
10684,Laurie Faria Stolarz,Blue is for Nightmares,1,2003
10685,Emme Rollins,Dear Rockstar,1,2010
10686,A.E. Via,Nothing Special,1,2014
10687,Griffin Hayes,Malice,1,2011
10688,Sean      Allen,Death Drop,1,2011
10689,Nashoda Rose,"Torn from You and With You (Tear Asunder, #0.5 & 1)",1,2014
10690,Kristen Painter,Blood Rights,1,2011
10691,Alan G. Robinson,The Idea-Driven Organization: Unlocking the Power in Bottom-Up Ideas,2,2014
10692,Ralph Ellison,Invisible Man,1,1952
10693,Jeri Smith-Ready,Shift,1,2011
10694,Whitney G.,Reasonable Doubt: Volume 1,1,2014
10695,Mikel J. Wilson,Sedona: The Lost Vortex,1,2011
10696,Victoria Scott,Fire & Flood,1,2014
10697,S.L. Jennings,Fear of Falling,1,2013
10698,Martin Duberman,Stonewall,1,1993
10699,Sarah Sundin,A Memory Between Us,1,2010
10700,Scott Berkun,Confessions of a Public Speaker,2,2009
10701,Jessica Shirvington,Embrace,1,2010
10702,Kylie Scott,Lead,1,2014
10703,Brandilyn Collins,Over the Edge,1,2011
10704,Regina Jennings,Sixty Acres and a Bride,1,2012
10705,Ally Blue,Adder,1,2009
10706,Kristin Rae,Wish You Were Italian,1,2014
10707,M.J. Pearson,Discreet Young Gentleman,1,2006
10708,Tara Dairman,All Four Stars,1,2014
10709,Tim LaHaye,Thunder of Heaven,1,2011
10710,Ann Aguirre,Enclave,1,2011
10711,Elisa Ludwig,Pretty Crooked,1,2012
10712,Kristi Lynn,Swerve,1,2018
10713,Shona Husk,For the Love of a Goblin Warrior,1,2013
10714,Milton Friedman,Capitalism and Freedom,2,1962
10715,Arabella Quinn,Crazy,1,2013
10716,Jeanette Winterson,Oranges are Not the Only Fruit,1,1985
10717,John Steinbeck,Of Mice and Men,1,1937
10718,Molly McAdams,Taking Chances,1,2012
10719,Dave Ramsey,EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches,2,2011
10720,A.J.  Walters,An Acute Attraction,1,2013
10721,Victoria Denault,When It`s Right,1,2018
10722,J.D. Salinger,The Catcher in the Rye,1,1951
10723,Jerry Spinelli,"Love, Stargirl",1,2007
10724,Gayle Forman,Where She Went,1,2011
10725,Laura Wright,Eternal Beauty,1,2013
10726,Amy Lane,Dex in Blue,1,2012
10727,Elle Cosimano,Nearly Gone,1,2014
10728,Colleen Coble,The Lightkeeper`s Daughter,1,2009
10729,Bridget Zinn,Poison,1,2013
10730,Staci Hart,Deer in Headlights,1,2013
10731,Dannika Dark,Gravity,1,2013
10732,Jeffrey Small,The Breath of God,1,2011
10733,Leslie Feinberg,Stone Butch Blues,3,1993
10734,Peter James,Dead Man`s Grip,1,2011
10735,Kate  McCarthy,Give Me Love,1,2013
10736,Jonathan Kozol,Amazing Grace: The Lives of Children and the Conscience of a Nation,1,1995
